transaction_reference,property_full_address,property_state,transaction_type,transaction_start_date,date_of_transaction,closing_date,status,listing_price,final_price,legal_fees,other_expenses,participant_type,participant_email,participant_name,participant_role,commission_amount
T-NY-2019-0029,"245 Cassie Fort, New York, NY",NY,Sale,2019-06-12,2019-07-31,2019-08-22,sold,1061723.57,1046672.75,1162.51,217.12,Agent,crystal.powell2551@dreamhomes.com,"Powell, Crystal",Seller Agent,23502.24
T-NY-2019-0029,"245 Cassie Fort, New York, NY",NY,Sale,2019-06-12,2019-07-31,2019-08-22,sold,1061723.57,1046672.75,1162.51,217.12,Client,chris.brewer3109@example.com,"Brewer, Chris",Buyer,
T-NY-2019-0029,"245 Cassie Fort, New York, NY",NY,Sale,2019-06-12,2019-07-31,2019-08-22,sold,1061723.57,1046672.75,1162.51,217.12,Client,david.rodriguez7820@example.com,"Rodriguez, David",Buyer,
T-NY-2019-0029,"245 Cassie Fort, New York, NY",NY,Sale,2019-06-12,2019-07-31,2019-08-22,sold,1061723.57,1046672.75,1162.51,217.12,Client,frank.tyler5524@example.com,"Tyler, Frank",Seller,
T-NJ-2019-0024,"418 Brown Pike, Edgewater, NJ",NJ,Sale,2019-06-21,2019-08-12,,expired,950241.3,,,,Agent,karen.clark2103@dreamhomes.com,"Clark, Karen",Buyer Agent,
T-NJ-2019-0024,"418 Brown Pike, Edgewater, NJ",NJ,Sale,2019-06-21,2019-08-12,,expired,950241.3,,,,Agent,janet.kim9646@dreamhomes.com,"Kim, Janet",Seller Agent,
T-NJ-2019-0024,"418 Brown Pike, Edgewater, NJ",NJ,Sale,2019-06-21,2019-08-12,,expired,950241.3,,,,Client,jesse.kane9072@example.com,"Kane, Jesse",Seller,
T-NY-2019-0025,"123 Mays Parks, Bronx, NY",NY,Sale,2019-07-02,2019-08-20,2019-10-15,sold,1247996.02,1238281.28,1241.29,1762.14,Agent,erica.rogers3495@dreamhomes.com,"Rogers, Erica",Buyer Agent,31255.46
T-NY-2019-0025,"123 Mays Parks, Bronx, NY",NY,Sale,2019-07-02,2019-08-20,2019-10-15,sold,1247996.02,1238281.28,1241.29,1762.14,Agent,frank.preston2605@dreamhomes.com,"Preston, Frank",Seller Agent,26350.04
T-NY-2019-0025,"123 Mays Parks, Bronx, NY",NY,Sale,2019-07-02,2019-08-20,2019-10-15,sold,1247996.02,1238281.28,1241.29,1762.14,Client,ivan.fernandez1109@example.com,"Fernandez, Ivan",Buyer,
T-NY-2019-0025,"123 Mays Parks, Bronx, NY",NY,Sale,2019-07-02,2019-08-20,2019-10-15,sold,1247996.02,1238281.28,1241.29,1762.14,Client,travis.robinson7859@example.com,"Robinson, Travis",Buyer,
T-NY-2019-0025,"123 Mays Parks, Bronx, NY",NY,Sale,2019-07-02,2019-08-20,2019-10-15,sold,1247996.02,1238281.28,1241.29,1762.14,Client,kristen.cox5628@example.com,"Cox, Kristen",Seller,
T-NY-2019-0123,"180 Timothy Spring, Brooklyn, NY",NY,Rent,2019-07-15,2019-08-22,2019-09-04,rented,4157.89,4095.35,3066.94,154.13,Agent,crystal.powell2551@dreamhomes.com,"Powell, Crystal",Landlord Agent,174.4
T-NY-2019-0123,"180 Timothy Spring, Brooklyn, NY",NY,Rent,2019-07-15,2019-08-22,2019-09-04,rented,4157.89,4095.35,3066.94,154.13,Agent,erica.rogers3495@dreamhomes.com,"Rogers, Erica",Tenant Agent,189.0
T-NY-2019-0123,"180 Timothy Spring, Brooklyn, NY",NY,Rent,2019-07-15,2019-08-22,2019-09-04,rented,4157.89,4095.35,3066.94,154.13,Client,chris.brewer3109@example.com,"Brewer, Chris",Landlord,
T-NY-2019-0123,"180 Timothy Spring, Brooklyn, NY",NY,Rent,2019-07-15,2019-08-22,2019-09-04,rented,4157.89,4095.35,3066.94,154.13,Client,ivan.fernandez1109@example.com,"Fernandez, Ivan",Tenant,
T-NY-2019-0123,"180 Timothy Spring, Brooklyn, NY",NY,Rent,2019-07-15,2019-08-22,2019-09-04,rented,4157.89,4095.35,3066.94,154.13,Client,michele.ramirez8429@example.com,"Ramirez, Michele",Tenant,
T-NJ-2019-0124,"354 Pamela Heights, Hoboken, NJ",NJ,Rent,2019-07-25,2019-09-05,2019-09-21,rented,3552.99,3551.43,1426.48,1252.82,Agent,damon.gonzalez618@dreamhomes.com,"Gonzalez, Damon",Landlord Agent,209.59
T-NJ-2019-0124,"354 Pamela Heights, Hoboken, NJ",NJ,Rent,2019-07-25,2019-09-05,2019-09-21,rented,3552.99,3551.43,1426.48,1252.82,Agent,janet.kim9646@dreamhomes.com,"Kim, Janet",Tenant Agent,253.62
T-NJ-2019-0124,"354 Pamela Heights, Hoboken, NJ",NJ,Rent,2019-07-25,2019-09-05,2019-09-21,rented,3552.99,3551.43,1426.48,1252.82,Client,chris.brewer3109@example.com,"Brewer, Chris",Landlord,
T-NJ-2019-0124,"354 Pamela Heights, Hoboken, NJ",NJ,Rent,2019-07-25,2019-09-05,2019-09-21,rented,3552.99,3551.43,1426.48,1252.82,Client,catherine.payne4177@example.com,"Payne, Catherine",Tenant,
T-NJ-2019-0124,"354 Pamela Heights, Hoboken, NJ",NJ,Rent,2019-07-25,2019-09-05,2019-09-21,rented,3552.99,3551.43,1426.48,1252.82,Client,ivan.fernandez1109@example.com,"Fernandez, Ivan",Tenant,
T-NJ-2019-0023,"354 Pamela Heights, Hoboken, NJ",NJ,Sale,2019-08-03,2019-09-20,2019-11-07,sold,735848.54,722136.63,1643.79,359.91,Agent,janet.kim9646@dreamhomes.com,"Kim, Janet",Buyer Agent,18061.94
T-NJ-2019-0023,"354 Pamela Heights, Hoboken, NJ",NJ,Sale,2019-08-03,2019-09-20,2019-11-07,sold,735848.54,722136.63,1643.79,359.91,Agent,karen.clark2103@dreamhomes.com,"Clark, Karen",Seller Agent,16987.21
T-NJ-2019-0023,"354 Pamela Heights, Hoboken, NJ",NJ,Sale,2019-08-03,2019-09-20,2019-11-07,sold,735848.54,722136.63,1643.79,359.91,Client,frank.tyler5524@example.com,"Tyler, Frank",Buyer,
T-NJ-2019-0023,"354 Pamela Heights, Hoboken, NJ",NJ,Sale,2019-08-03,2019-09-20,2019-11-07,sold,735848.54,722136.63,1643.79,359.91,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Seller,
T-NY-2019-0027,"138 Martin Lane, Brooklyn, NY",NY,Sale,2019-09-03,2019-10-08,2019-11-03,sold,1410348.39,1431848.67,2335.78,645.38,Agent,frank.preston2605@dreamhomes.com,"Preston, Frank",Buyer Agent,42964.3
T-NY-2019-0027,"138 Martin Lane, Brooklyn, NY",NY,Sale,2019-09-03,2019-10-08,2019-11-03,sold,1410348.39,1431848.67,2335.78,645.38,Agent,angela.woods7376@dreamhomes.com,"Woods, Angela",Seller Agent,36801.63
T-NY-2019-0027,"138 Martin Lane, Brooklyn, NY",NY,Sale,2019-09-03,2019-10-08,2019-11-03,sold,1410348.39,1431848.67,2335.78,645.38,Client,roberto.yates4694@example.com,"Yates, Roberto",Buyer,
T-NY-2019-0027,"138 Martin Lane, Brooklyn, NY",NY,Sale,2019-09-03,2019-10-08,2019-11-03,sold,1410348.39,1431848.67,2335.78,645.38,Client,travis.robinson7859@example.com,"Robinson, Travis",Seller,
T-CT-2019-0116,"713 Tran Course, Greenwich, CT",CT,Rent,2019-08-29,2019-10-11,,cancelled rental,2492.02,,,,Agent,joshua.best1119@dreamhomes.com,"Best, Joshua",Landlord Agent,
T-CT-2019-0116,"713 Tran Course, Greenwich, CT",CT,Rent,2019-08-29,2019-10-11,,cancelled rental,2492.02,,,,Agent,jennifer.tran397@dreamhomes.com,"Tran, Jennifer",Tenant Agent,
T-CT-2019-0116,"713 Tran Course, Greenwich, CT",CT,Rent,2019-08-29,2019-10-11,,cancelled rental,2492.02,,,,Client,chris.brewer3109@example.com,"Brewer, Chris",Landlord,
T-CT-2019-0116,"713 Tran Course, Greenwich, CT",CT,Rent,2019-08-29,2019-10-11,,cancelled rental,2492.02,,,,Client,frank.tyler5524@example.com,"Tyler, Frank",Tenant,
T-NY-2019-0028,"111 Bryan Street, Long Island City, NY",NY,Sale,2019-08-17,2019-10-12,2019-12-06,sold,948864.73,942276.01,2676.22,513.67,Agent,jill.carrillo7109@dreamhomes.com,"Carrillo, Jill",Buyer Agent,20078.14
T-NY-2019-0028,"111 Bryan Street, Long Island City, NY",NY,Sale,2019-08-17,2019-10-12,2019-12-06,sold,948864.73,942276.01,2676.22,513.67,Agent,frank.preston2605@dreamhomes.com,"Preston, Frank",Seller Agent,22072.64
T-NY-2019-0028,"111 Bryan Street, Long Island City, NY",NY,Sale,2019-08-17,2019-10-12,2019-12-06,sold,948864.73,942276.01,2676.22,513.67,Client,jesse.kane9072@example.com,"Kane, Jesse",Buyer,
T-NY-2019-0028,"111 Bryan Street, Long Island City, NY",NY,Sale,2019-08-17,2019-10-12,2019-12-06,sold,948864.73,942276.01,2676.22,513.67,Client,david.rodriguez7820@example.com,"Rodriguez, David",Buyer,
T-NY-2019-0028,"111 Bryan Street, Long Island City, NY",NY,Sale,2019-08-17,2019-10-12,2019-12-06,sold,948864.73,942276.01,2676.22,513.67,Client,erica.lynch3304@example.com,"Lynch, Erica",Seller,
T-CT-2019-0020,"786 Lauren Junctions, Greenwich, CT",CT,Sale,2019-09-14,2019-11-02,2019-12-21,sold,995225.94,976077.52,1490.86,1373.02,Agent,joshua.best1119@dreamhomes.com,"Best, Joshua",Buyer Agent,23808.39
T-CT-2019-0020,"786 Lauren Junctions, Greenwich, CT",CT,Sale,2019-09-14,2019-11-02,2019-12-21,sold,995225.94,976077.52,1490.86,1373.02,Agent,donna.meadows3689@dreamhomes.com,"Meadows, Donna",Seller Agent,22609.26
T-CT-2019-0020,"786 Lauren Junctions, Greenwich, CT",CT,Sale,2019-09-14,2019-11-02,2019-12-21,sold,995225.94,976077.52,1490.86,1373.02,Client,melissa.ross1428@example.com,"Ross, Melissa",Buyer,
T-CT-2019-0020,"786 Lauren Junctions, Greenwich, CT",CT,Sale,2019-09-14,2019-11-02,2019-12-21,sold,995225.94,976077.52,1490.86,1373.02,Client,ivan.fernandez1109@example.com,"Fernandez, Ivan",Seller,
T-NY-2019-0135,"187 Herbert Ridges, Long Island City, NY",NY,Rent,2019-09-26,2019-11-02,2019-11-14,rented,3830.05,3784.64,949.14,1664.65,Agent,crystal.powell2551@dreamhomes.com,"Powell, Crystal",Landlord Agent,153.03
T-NY-2019-0135,"187 Herbert Ridges, Long Island City, NY",NY,Rent,2019-09-26,2019-11-02,2019-11-14,rented,3830.05,3784.64,949.14,1664.65,Agent,frank.preston2605@dreamhomes.com,"Preston, Frank",Tenant Agent,186.0
T-NY-2019-0135,"187 Herbert Ridges, Long Island City, NY",NY,Rent,2019-09-26,2019-11-02,2019-11-14,rented,3830.05,3784.64,949.14,1664.65,Client,chris.brewer3109@example.com,"Brewer, Chris",Landlord,
T-NY-2019-0135,"187 Herbert Ridges, Long Island City, NY",NY,Rent,2019-09-26,2019-11-02,2019-11-14,rented,3830.05,3784.64,949.14,1664.65,Client,roberto.yates4694@example.com,"Yates, Roberto",Tenant,
T-CT-2019-0017,"632 Gibbs Court, Norwalk, CT",CT,Sale,2019-09-14,2019-11-13,2019-12-31,sold,951406.25,957391.4,1306.17,547.53,Agent,jennifer.tran397@dreamhomes.com,"Tran, Jennifer",Buyer Agent,20713.39
T-CT-2019-0017,"632 Gibbs Court, Norwalk, CT",CT,Sale,2019-09-14,2019-11-13,2019-12-31,sold,951406.25,957391.4,1306.17,547.53,Agent,donna.meadows3689@dreamhomes.com,"Meadows, Donna",Seller Agent,23763.59
T-CT-2019-0017,"632 Gibbs Court, Norwalk, CT",CT,Sale,2019-09-14,2019-11-13,2019-12-31,sold,951406.25,957391.4,1306.17,547.53,Client,eric.silva9746@example.com,"Silva, Eric",Buyer,
T-CT-2019-0017,"632 Gibbs Court, Norwalk, CT",CT,Sale,2019-09-14,2019-11-13,2019-12-31,sold,951406.25,957391.4,1306.17,547.53,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Seller,
T-CT-2019-0022,"749 David Mill, Greenwich, CT",CT,Sale,2019-09-23,2019-11-14,2019-12-11,sold,765700.59,775775.96,1005.59,394.05,Agent,tina.ramirez1373@dreamhomes.com,"Ramirez, Tina",Buyer Agent,16788.54
T-CT-2019-0022,"749 David Mill, Greenwich, CT",CT,Sale,2019-09-23,2019-11-14,2019-12-11,sold,765700.59,775775.96,1005.59,394.05,Agent,donna.meadows3689@dreamhomes.com,"Meadows, Donna",Seller Agent,16826.08
T-CT-2019-0022,"749 David Mill, Greenwich, CT",CT,Sale,2019-09-23,2019-11-14,2019-12-11,sold,765700.59,775775.96,1005.59,394.05,Client,melissa.ross1428@example.com,"Ross, Melissa",Buyer,
T-CT-2019-0022,"749 David Mill, Greenwich, CT",CT,Sale,2019-09-23,2019-11-14,2019-12-11,sold,765700.59,775775.96,1005.59,394.05,Client,sarah.armstrong4883@example.com,"Armstrong, Sarah",Seller,
T-NY-2020-0045,"222 Kim Union, Queens, NY",NY,Sale,2020-01-01,2020-01-30,,pending sale,835521.08,,,,Agent,jill.carrillo7109@dreamhomes.com,"Carrillo, Jill",Buyer Agent,
T-NY-2020-0045,"222 Kim Union, Queens, NY",NY,Sale,2020-01-01,2020-01-30,,pending sale,835521.08,,,,Agent,crystal.powell2551@dreamhomes.com,"Powell, Crystal",Seller Agent,
T-NY-2020-0045,"222 Kim Union, Queens, NY",NY,Sale,2020-01-01,2020-01-30,,pending sale,835521.08,,,,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Buyer,
T-NY-2020-0045,"222 Kim Union, Queens, NY",NY,Sale,2020-01-01,2020-01-30,,pending sale,835521.08,,,,Client,jesse.kane9072@example.com,"Kane, Jesse",Seller,
T-CT-2020-0146,"581 Walsh Fields, Norwalk, CT",CT,Rent,2020-01-01,2020-02-11,2020-02-20,rented,5494.62,5399.15,1177.42,160.25,Agent,jennifer.tran397@dreamhomes.com,"Tran, Jennifer",Landlord Agent,331.14
T-CT-2020-0146,"581 Walsh Fields, Norwalk, CT",CT,Rent,2020-01-01,2020-02-11,2020-02-20,rented,5494.62,5399.15,1177.42,160.25,Agent,sheila.byrd4387@dreamhomes.com,"Byrd, Sheila",Tenant Agent,372.78
T-CT-2020-0146,"581 Walsh Fields, Norwalk, CT",CT,Rent,2020-01-01,2020-02-11,2020-02-20,rented,5494.62,5399.15,1177.42,160.25,Client,eric.silva9746@example.com,"Silva, Eric",Landlord,
T-CT-2020-0146,"581 Walsh Fields, Norwalk, CT",CT,Rent,2020-01-01,2020-02-11,2020-02-20,rented,5494.62,5399.15,1177.42,160.25,Client,valerie.peterson3420@example.com,"Peterson, Valerie",Tenant,
T-CT-2020-0146,"581 Walsh Fields, Norwalk, CT",CT,Rent,2020-01-01,2020-02-11,2020-02-20,rented,5494.62,5399.15,1177.42,160.25,Client,jesse.kane9072@example.com,"Kane, Jesse",Tenant,
T-CT-2020-0039,"806 Jennifer Mews, Bridgeport, CT",CT,Sale,2020-01-01,2020-03-05,2020-04-01,sold,1059762.43,1066141.71,2271.62,504.79,Agent,katherine.miller6806@dreamhomes.com,"Miller, Katherine",Buyer Agent,27151.99
T-CT-2020-0039,"806 Jennifer Mews, Bridgeport, CT",CT,Sale,2020-01-01,2020-03-05,2020-04-01,sold,1059762.43,1066141.71,2271.62,504.79,Agent,joshua.best1119@dreamhomes.com,"Best, Joshua",Seller Agent,31592.31
T-CT-2020-0039,"806 Jennifer Mews, Bridgeport, CT",CT,Sale,2020-01-01,2020-03-05,2020-04-01,sold,1059762.43,1066141.71,2271.62,504.79,Client,mark.snow7495@example.com,"Snow, Mark",Buyer,
T-CT-2020-0039,"806 Jennifer Mews, Bridgeport, CT",CT,Sale,2020-01-01,2020-03-05,2020-04-01,sold,1059762.43,1066141.71,2271.62,504.79,Client,chris.brewer3109@example.com,"Brewer, Chris",Seller,
T-CT-2020-0038,"806 Jennifer Mews, Bridgeport, CT",CT,Sale,2020-01-04,2020-03-06,2020-04-25,sold,1079625.74,1074411.12,2243.37,1586.85,Agent,vanessa.gomez6042@dreamhomes.com,"Gomez, Vanessa",Buyer Agent,23586.82
T-CT-2020-0038,"806 Jennifer Mews, Bridgeport, CT",CT,Sale,2020-01-04,2020-03-06,2020-04-25,sold,1079625.74,1074411.12,2243.37,1586.85,Agent,sheila.byrd4387@dreamhomes.com,"Byrd, Sheila",Seller Agent,20220.79
T-CT-2020-0038,"806 Jennifer Mews, Bridgeport, CT",CT,Sale,2020-01-04,2020-03-06,2020-04-25,sold,1079625.74,1074411.12,2243.37,1586.85,Client,valerie.peterson3420@example.com,"Peterson, Valerie",Buyer,
T-CT-2020-0038,"806 Jennifer Mews, Bridgeport, CT",CT,Sale,2020-01-04,2020-03-06,2020-04-25,sold,1079625.74,1074411.12,2243.37,1586.85,Client,jesse.kane9072@example.com,"Kane, Jesse",Buyer,
T-CT-2020-0038,"806 Jennifer Mews, Bridgeport, CT",CT,Sale,2020-01-04,2020-03-06,2020-04-25,sold,1079625.74,1074411.12,2243.37,1586.85,Client,eric.silva9746@example.com,"Silva, Eric",Seller,
T-CT-2020-0147,"806 Jennifer Mews, Bridgeport, CT",CT,Rent,2020-01-01,2020-03-10,2020-03-28,rented,4461.71,4399.66,1451.8,914.43,Agent,katherine.miller6806@dreamhomes.com,"Miller, Katherine",Landlord Agent,195.94
T-CT-2020-0147,"806 Jennifer Mews, Bridgeport, CT",CT,Rent,2020-01-01,2020-03-10,2020-03-28,rented,4461.71,4399.66,1451.8,914.43,Agent,donna.meadows3689@dreamhomes.com,"Meadows, Donna",Tenant Agent,222.74
T-CT-2020-0147,"806 Jennifer Mews, Bridgeport, CT",CT,Rent,2020-01-01,2020-03-10,2020-03-28,rented,4461.71,4399.66,1451.8,914.43,Client,roberto.yates4694@example.com,"Yates, Roberto",Landlord,
T-CT-2020-0147,"806 Jennifer Mews, Bridgeport, CT",CT,Rent,2020-01-01,2020-03-10,2020-03-28,rented,4461.71,4399.66,1451.8,914.43,Client,melissa.ross1428@example.com,"Ross, Melissa",Tenant,
T-CT-2020-0147,"806 Jennifer Mews, Bridgeport, CT",CT,Rent,2020-01-01,2020-03-10,2020-03-28,rented,4461.71,4399.66,1451.8,914.43,Client,travis.robinson7859@example.com,"Robinson, Travis",Tenant,
T-NJ-2020-0151,"410 Stephanie Pike, Hoboken, NJ",NJ,Rent,2020-01-13,2020-03-12,2020-03-22,rented,3764.48,3835.97,1272.88,1223.4,Agent,bryan.riddle4780@dreamhomes.com,"Riddle, Bryan",Landlord Agent,206.83
T-NJ-2020-0151,"410 Stephanie Pike, Hoboken, NJ",NJ,Rent,2020-01-13,2020-03-12,2020-03-22,rented,3764.48,3835.97,1272.88,1223.4,Agent,thomas.leach9910@dreamhomes.com,"Leach, Thomas",Tenant Agent,217.51
T-NJ-2020-0151,"410 Stephanie Pike, Hoboken, NJ",NJ,Rent,2020-01-13,2020-03-12,2020-03-22,rented,3764.48,3835.97,1272.88,1223.4,Client,david.rodriguez7820@example.com,"Rodriguez, David",Landlord,
T-NJ-2020-0151,"410 Stephanie Pike, Hoboken, NJ",NJ,Rent,2020-01-13,2020-03-12,2020-03-22,rented,3764.48,3835.97,1272.88,1223.4,Client,eric.silva9746@example.com,"Silva, Eric",Tenant,
T-NJ-2020-0151,"410 Stephanie Pike, Hoboken, NJ",NJ,Rent,2020-01-13,2020-03-12,2020-03-22,rented,3764.48,3835.97,1272.88,1223.4,Client,frank.tyler5524@example.com,"Tyler, Frank",Tenant,
T-NY-2020-0150,"326 Amy Greens, Brooklyn, NY",NY,Rent,2020-01-03,2020-03-15,2020-03-23,rented,3277.47,3167.77,1845.87,506.31,Agent,frank.preston2605@dreamhomes.com,"Preston, Frank",Landlord Agent,198.33
T-NY-2020-0150,"326 Amy Greens, Brooklyn, NY",NY,Rent,2020-01-03,2020-03-15,2020-03-23,rented,3277.47,3167.77,1845.87,506.31,Agent,stanley.mooney4062@dreamhomes.com,"Mooney, Stanley",Tenant Agent,239.79
T-NY-2020-0150,"326 Amy Greens, Brooklyn, NY",NY,Rent,2020-01-03,2020-03-15,2020-03-23,rented,3277.47,3167.77,1845.87,506.31,Client,blake.miller5098@example.com,"Miller, Blake",Landlord,
T-NY-2020-0150,"326 Amy Greens, Brooklyn, NY",NY,Rent,2020-01-03,2020-03-15,2020-03-23,rented,3277.47,3167.77,1845.87,506.31,Client,ivan.fernandez1109@example.com,"Fernandez, Ivan",Tenant,
T-NY-2020-0150,"326 Amy Greens, Brooklyn, NY",NY,Rent,2020-01-03,2020-03-15,2020-03-23,rented,3277.47,3167.77,1845.87,506.31,Client,david.rodriguez7820@example.com,"Rodriguez, David",Tenant,
T-NJ-2020-0144,"444 Ryan Dale, Hoboken, NJ",NJ,Rent,2020-01-21,2020-03-21,,pending rental,4268.26,,,,Agent,kristen.woods6052@dreamhomes.com,"Woods, Kristen",Landlord Agent,
T-NJ-2020-0144,"444 Ryan Dale, Hoboken, NJ",NJ,Rent,2020-01-21,2020-03-21,,pending rental,4268.26,,,,Agent,julia.roberson8712@dreamhomes.com,"Roberson, Julia",Tenant Agent,
T-NJ-2020-0144,"444 Ryan Dale, Hoboken, NJ",NJ,Rent,2020-01-21,2020-03-21,,pending rental,4268.26,,,,Client,frank.tyler5524@example.com,"Tyler, Frank",Landlord,
T-NJ-2020-0144,"444 Ryan Dale, Hoboken, NJ",NJ,Rent,2020-01-21,2020-03-21,,pending rental,4268.26,,,,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Tenant,
T-CT-2020-0148,"663 Angela Landing, New Haven, CT",CT,Rent,2020-02-15,2020-04-07,2020-04-16,rented,3813.51,3925.75,2659.05,1044.97,Agent,sheila.byrd4387@dreamhomes.com,"Byrd, Sheila",Landlord Agent,269.73
T-CT-2020-0148,"663 Angela Landing, New Haven, CT",CT,Rent,2020-02-15,2020-04-07,2020-04-16,rented,3813.51,3925.75,2659.05,1044.97,Agent,vanessa.gomez6042@dreamhomes.com,"Gomez, Vanessa",Tenant Agent,251.75
T-CT-2020-0148,"663 Angela Landing, New Haven, CT",CT,Rent,2020-02-15,2020-04-07,2020-04-16,rented,3813.51,3925.75,2659.05,1044.97,Client,kristen.cox5628@example.com,"Cox, Kristen",Landlord,
T-CT-2020-0148,"663 Angela Landing, New Haven, CT",CT,Rent,2020-02-15,2020-04-07,2020-04-16,rented,3813.51,3925.75,2659.05,1044.97,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Tenant,
T-CT-2020-0148,"663 Angela Landing, New Haven, CT",CT,Rent,2020-02-15,2020-04-07,2020-04-16,rented,3813.51,3925.75,2659.05,1044.97,Client,jeffery.smith7042@example.com,"Smith, Jeffery",Tenant,
T-NJ-2020-0143,"431 William Plaza, Fort Lee, NJ",NJ,Rent,2020-02-27,2020-04-12,2020-04-20,rented,3215.3,3226.56,1579.92,1652.83,Agent,julia.roberson8712@dreamhomes.com,"Roberson, Julia",Landlord Agent,194.35
T-NJ-2020-0143,"431 William Plaza, Fort Lee, NJ",NJ,Rent,2020-02-27,2020-04-12,2020-04-20,rented,3215.3,3226.56,1579.92,1652.83,Agent,karen.clark2103@dreamhomes.com,"Clark, Karen",Tenant Agent,236.04
T-NJ-2020-0143,"431 William Plaza, Fort Lee, NJ",NJ,Rent,2020-02-27,2020-04-12,2020-04-20,rented,3215.3,3226.56,1579.92,1652.83,Client,roberto.yates4694@example.com,"Yates, Roberto",Landlord,
T-NJ-2020-0143,"431 William Plaza, Fort Lee, NJ",NJ,Rent,2020-02-27,2020-04-12,2020-04-20,rented,3215.3,3226.56,1579.92,1652.83,Client,michele.ramirez8429@example.com,"Ramirez, Michele",Tenant,
T-CT-2020-0139,"606 Nancy Spur, Bridgeport, CT",CT,Rent,2020-02-27,2020-04-16,2020-05-02,rented,3479.42,3423.38,985.07,1053.94,Agent,katherine.miller6806@dreamhomes.com,"Miller, Katherine",Landlord Agent,223.93
T-CT-2020-0139,"606 Nancy Spur, Bridgeport, CT",CT,Rent,2020-02-27,2020-04-16,2020-05-02,rented,3479.42,3423.38,985.07,1053.94,Agent,joshua.best1119@dreamhomes.com,"Best, Joshua",Tenant Agent,256.77
T-CT-2020-0139,"606 Nancy Spur, Bridgeport, CT",CT,Rent,2020-02-27,2020-04-16,2020-05-02,rented,3479.42,3423.38,985.07,1053.94,Client,erica.lynch3304@example.com,"Lynch, Erica",Landlord,
T-CT-2020-0139,"606 Nancy Spur, Bridgeport, CT",CT,Rent,2020-02-27,2020-04-16,2020-05-02,rented,3479.42,3423.38,985.07,1053.94,Client,valerie.peterson3420@example.com,"Peterson, Valerie",Tenant,
T-CT-2020-0145,"640 Brian Avenue, Greenwich, CT",CT,Rent,2020-03-14,2020-04-28,,pending rental,4262.98,,,,Agent,jennifer.tran397@dreamhomes.com,"Tran, Jennifer",Landlord Agent,
T-CT-2020-0145,"640 Brian Avenue, Greenwich, CT",CT,Rent,2020-03-14,2020-04-28,,pending rental,4262.98,,,,Agent,sheila.byrd4387@dreamhomes.com,"Byrd, Sheila",Tenant Agent,
T-CT-2020-0145,"640 Brian Avenue, Greenwich, CT",CT,Rent,2020-03-14,2020-04-28,,pending rental,4262.98,,,,Client,blake.miller5098@example.com,"Miller, Blake",Landlord,
T-CT-2020-0145,"640 Brian Avenue, Greenwich, CT",CT,Rent,2020-03-14,2020-04-28,,pending rental,4262.98,,,,Client,chris.brewer3109@example.com,"Brewer, Chris",Tenant,
T-NJ-2020-0035,"385 Loretta Flats, Newark, NJ",NJ,Sale,2020-03-15,2020-05-14,2020-06-19,sold,506515.51,510023.12,2582.29,939.76,Agent,damon.gonzalez618@dreamhomes.com,"Gonzalez, Damon",Buyer Agent,15024.49
T-NJ-2020-0035,"385 Loretta Flats, Newark, NJ",NJ,Sale,2020-03-15,2020-05-14,2020-06-19,sold,506515.51,510023.12,2582.29,939.76,Agent,julia.roberson8712@dreamhomes.com,"Roberson, Julia",Seller Agent,15548.09
T-NJ-2020-0035,"385 Loretta Flats, Newark, NJ",NJ,Sale,2020-03-15,2020-05-14,2020-06-19,sold,506515.51,510023.12,2582.29,939.76,Client,jesse.kane9072@example.com,"Kane, Jesse",Buyer,
T-NJ-2020-0035,"385 Loretta Flats, Newark, NJ",NJ,Sale,2020-03-15,2020-05-14,2020-06-19,sold,506515.51,510023.12,2582.29,939.76,Client,blake.miller5098@example.com,"Miller, Blake",Buyer,
T-NJ-2020-0035,"385 Loretta Flats, Newark, NJ",NJ,Sale,2020-03-15,2020-05-14,2020-06-19,sold,506515.51,510023.12,2582.29,939.76,Client,jeffery.smith7042@example.com,"Smith, Jeffery",Seller,
T-NY-2020-0142,"294 Vanessa Divide, Long Island City, NY",NY,Rent,2020-03-13,2020-05-14,,pending rental,5013.69,,,,Agent,crystal.powell2551@dreamhomes.com,"Powell, Crystal",Landlord Agent,
T-NY-2020-0142,"294 Vanessa Divide, Long Island City, NY",NY,Rent,2020-03-13,2020-05-14,,pending rental,5013.69,,,,Agent,stanley.mooney4062@dreamhomes.com,"Mooney, Stanley",Tenant Agent,
T-NY-2020-0142,"294 Vanessa Divide, Long Island City, NY",NY,Rent,2020-03-13,2020-05-14,,pending rental,5013.69,,,,Client,melissa.ross1428@example.com,"Ross, Melissa",Landlord,
T-NY-2020-0142,"294 Vanessa Divide, Long Island City, NY",NY,Rent,2020-03-13,2020-05-14,,pending rental,5013.69,,,,Client,eric.silva9746@example.com,"Silva, Eric",Tenant,
T-NY-2020-0138,"212 Jenny Brooks, Long Island City, NY",NY,Rent,2020-04-04,2020-05-20,2020-05-31,rented,5443.79,5301.16,2786.3,1051.56,Agent,frank.preston2605@dreamhomes.com,"Preston, Frank",Landlord Agent,389.16
